-214,-153,-58,88,-295,-558,199,-176,252,206,-41,-831,-653,-462,75,381,-118,-565,15091,0
-135,-114,265,12,-419,-585,158,-253,49,31,363,-934,-577,-214,142,271,-107,-101,15763,0
-106,-125,-76,168,-230,-284,4,-122,70,252,155,-471,-490,-184,32,213,1,-260,18128,0
-72,-144,238,55,-399,-551,131,-179,126,-20,-115,-1003,-761,-541,109,435,-129,-399,30799,0
-413,-260,7,-2,-541,-790,-275,-463,70,-169,361,-1001,-520,-163,-38,281,-137,-247,25144,0
-67,-93,84,25,-179,-323,-135,-127,-2,-66,208,-472,-163,-192,-80,89,-106,-251,27089,0
-92,-119,-31,173,-233,-227,-49,-62,13,230,2,-425,-381,-2,62,243,-41,-424,19324,0
-107,-72,-126,149,-205,-284,-166,-185,1,-23,205,-437,-351,-210,39,67,-122,-110,11631,1
-117,-219,-50,257,-218,-402,228,-147,65,67,-101,-547,-277,-22,196,306,-68,-362,16739,0
-476,-213,-18,301,-403,-394,-42,-144,98,173,-133,-958,-271,-228,-42,232,100,-599,14022,0
-81,-150,-119,78,-152,-340,-36,-141,96,-55,-209,-362,-427,-4,199,290,1,-350,23507,0
-44,-51,100,207,-146,-221,83,-198,35,-20,11,-535,-386,-64,49,13,-46,-334,20230,0
17,-229,79,218,-262,-404,325,-201,6,469,-127,-539,-95,-114,171,99,-102,-540,6476,1
-144,-199,-157,132,-151,-347,-118,-24,126,-201,-89,-429,-74,-63,327,96,61,-79,22143,0
-247,-90,-168,-24,-308,-571,-169,-224,124,-117,-14,-730,-546,-209,115,111,-2,-264,24323,0
-120,-263,-114,255,-342,-396,-412,-153,184,-162,100,-477,-498,-210,-71,217,52,-145,14989,0
-81,-150,-85,316,-418,-461,-66,-184,164,-5,46,-470,-383,-225,85,83,-77,-120,18341,0
-112,-233,-78,54,-244,-275,-479,-108,136,-86,-190,-309,-497,-106,80,246,-7,-194,12802,0
-273,-326,-76,81,-439,-616,419,-251,165,350,-40,-1249,-863,-125,270,312,-179,-874,25668,0
-139,-73,-1,283,-264,-400,-330,-168,101,74,19,-743,-239,-83,182,164,-141,-423,11038,0
-76,-49,-307,308,-376,-649,33,-367,206,-215,19,-1135,-962,-232,208,432,84,-501,16686,0
-138,-85,215,71,-272,-558,67,-186,87,193,325,-631,-625,-177,-94,222,-1,-140,34207,0
5,-127,106,268,-210,-535,0,-174,24,506,284,-829,-844,-230,292,172,-59,-323,15267,0
-88,-105,42,219,-178,-246,328,-148,177,183,-143,-685,-468,-51,233,310,-79,-443,21812,0
-165,-155,-71,82,-163,-430,100,-109,56,350,204,-524,-599,-188,34,221,-41,-204,18166,0
-113,-147,-118,243,-127,-398,-249,-228,-37,113,188,-625,-413,-229,0,175,-99,-142,14760,0
-74,-323,-11,-36,-319,-503,-139,-120,116,-17,267,-604,-472,-237,59,82,-65,-132,36687,0
-20,-207,-50,101,-370,-529,14,-365,153,29,255,-769,-615,-199,233,222,-172,-287,16723,1
7,-100,-57,132,-377,-478,-351,-290,283,247,146,-752,-702,-228,48,180,-141,-233,45490,1
-213,-253,136,319,-209,-557,40,-243,119,-131,45,-903,-307,-259,466,298,-93,-517,23903,0
-25,-20,124,325,-396,-464,-221,-390,-1,358,-197,-852,-689,-175,-7,-156,-47,-397,17354,1
-72,-139,-1,392,-323,-510,-350,-202,249,561,275,-785,-326,-47,-96,16,-140,-367,19403,1
-4,-116,-125,241,-191,-411,-31,-240,149,24,19,-669,-664,-311,297,353,-96,-291,17876,1
15,-114,2,193,-51,-155,29,-105,42,524,-70,-345,-285,-53,38,-142,-125,-118,26056,1
-318,-192,-95,312,-139,-344,324,-237,105,167,-50,-819,-231,-273,208,99,-126,-534,11980,1
-32,-49,49,230,-367,-508,-349,-194,34,-56,147,-840,-657,-240,-15,227,-166,-453,23506,1
-124,-79,-37,329,-188,-423,-31,-223,-82,176,226,-1010,-513,-333,30,177,-69,-411,17992,1
-135,-186,-70,337,-407,-566,-141,-315,205,320,233,-946,-908,-507,357,180,-91,-867,19666,0
-214,-153,-58,88,-295,-558,199,-176,252,206,-41,-831,-653,-462,75,381,-118,-565,15091,0
-342,-200,41,328,-224,-427,-656,-292,137,-144,48,-591,-622,-342,294,241,-7,-108,45815,0
-87,-248,262,295,-226,-493,367,-452,194,162,207,-960,-622,175,171,-71,-163,-445,20958,0
22,-153,17,276,-211,-250,55,-141,0,500,58,-517,-24,-99,13,-77,-182,-150,25880,1
-243,-218,-163,182,-289,-268,-285,-172,52,-134,-140,-321,-439,-149,-56,117,-31,-243,41275,0
-130,-177,-28,266,-170,-326,-222,-93,10,159,-3,-643,-502,-129,-31,247,-100,-498,11195,0
-256,-249,-410,24,-535,-810,709,-316,27,14,-69,-1014,-906,-193,331,303,-273,-566,21777,1
-62,-23,-7,142,-233,-284,-167,-97,-12,-70,-89,-355,-173,-165,-139,144,-111,-161,28991,0
86,-36,-141,252,-201,-384,-420,-197,-60,-468,182,-322,-319,-137,144,-100,-201,-408,42401,0
-146,-74,170,174,-32,-318,8,-152,-148,17,-100,-373,-139,-234,-103,65,117,-94,27924,0
-187,-187,312,142,114,-148,-184,-133,12,97,-83,-375,-426,-187,23,-34,25,-171,21229,0
-56,-43,43,177,-116,-184,-105,-62,0,-40,30,-436,-171,-176,-77,49,7,-70,29189,0
-55,-44,12,129,-108,-301,-222,-133,136,320,81,-518,-168,-102,57,105,-61,-167,29906,0
-59,-114,23,146,-171,-227,-73,-126,-6,149,-62,-406,-354,-133,252,198,-103,-336,20288,0
-131,-126,-50,211,-206,-287,-34,-114,62,341,-166,-309,-521,-85,174,161,-93,-333,23462,0
-154,-136,49,180,-257,-273,141,-123,52,878,-51,-592,-219,-149,-76,391,-11,-190,19457,0
-79,-118,-30,68,-110,-264,-28,-61,40,-217,-52,-247,-454,-11,187,154,0,-322,17499,0
-76,-98,-153,237,-215,-122,-68,-118,6,208,-25,-430,-348,-79,8,73,-119,-87,24611,0
-34,-144,-17,152,-174,-289,361,-89,87,104,-239,-436,-349,-197,521,274,67,-184,43084,0
-95,-118,59,270,-229,-383,172,-187,185,157,66,-525,-401,-162,30,337,-162,-213,49419,0
-12,-172,12,172,-137,-205,358,-104,-25,147,-221,-297,-289,-81,155,195,-91,-160,49084,0
-21,-13,8,38,-128,-245,409,-102,85,281,-217,-469,-170,14,210,213,16,-109,20658,1
-202,-274,59,309,-456,-581,-159,-343,236,-7,-542,-744,-331,-372,159,303,-93,-297,19266,1
-112,-185,24,170,-197,-400,-215,-227,100,307,48,-677,-504,-98,205,112,-88,-301,37749,1
-118,-142,212,314,-401,-452,-336,-310,177,-131,-151,-636,-1166,-157,87,314,-107,-345,18595,1
-90,-87,102,319,-283,-385,-726,-271,-12,-104,4,-607,-433,-79,-9,261,123,-427,31068,1
-137,-51,-82,178,-135,-320,-13,-11,112,-176,-3,-516,-373,-143,-37,251,-151,-184,38690,1
-157,-370,-77,340,-438,-364,-216,-210,-86,253,-188,-238,-531,-188,176,142,-108,-231,58203,1
-172,-122,38,31,-201,-226,242,-117,-6,179,34,-517,-101,-128,255,-98,-15,-65,31022,1
-47,-442,-21,396,-351,-394,236,-39,95,203,-75,-507,-292,-416,158,307,-175,-656,36915,1
-62,-198,-5,141,-256,-206,-298,-218,-14,100,-125,-688,-399,-212,243,70,-124,-137,22818,1
-58,-217,63,95,-191,-230,-86,-152,-6,-249,-117,-443,-252,-221,-180,-76,-176,-206,39323,1
-161,-215,-46,146,-172,-596,-122,-341,171,-147,-533,-1185,-789,-547,7,328,-86,-457,15689,1
-48,-531,-124,431,-496,-696,-1038,-441,235,157,-162,-1453,-1013,-317,173,344,-206,-623,41570,1
-176,-284,-81,9,-294,-493,-393,-141,166,-37,-39,-859,-572,-150,414,331,-143,-291,39538,1
-164,-35,267,409,-459,-391,-40,-328,180,-115,-269,-677,-1309,-36,157,331,-87,134,18865,1
-7,-122,53,387,-195,-355,-320,-86,-109,223,-362,-142,-655,-33,-13,-15,-122,-196,29360,0
14,97,13,320,-430,-535,-461,-312,13,455,-97,-444,-799,-186,-175,-5,-126,-328,40672,1
-467,-253,-40,493,-707,-415,-457,-37,102,-11,-276,-914,-755,-515,-191,151,73,-741,14636,0
8,-40,-57,414,-367,-606,-107,-192,126,76,55,-788,-869,-309,-294,331,-153,-531,17457,1
-162,-131,31,321,-244,-781,-52,-262,205,290,400,-1020,-938,-441,358,251,-135,-915,28735,1
-137,-45,236,-109,-138,-662,-256,-484,71,-133,570,-1152,-280,-152,335,123,-186,-111,21984,0
-41,-161,105,298,-497,-334,-544,-382,84,-476,-265,-296,-826,-346,-55,360,-65,-536,11332,1
-14,-183,-39,28,20,-365,-258,-280,-22,223,125,-895,-638,-238,288,81,-174,-511,41651,1
-255,-367,-307,45,-424,-929,493,-451,141,-235,-335,-1106,-772,-116,319,269,-308,-296,5696,0
-55,-595,80,435,-187,-490,-13,-23,23,182,-191,-948,-195,-611,285,147,-124,-778,42147,1
-43,-85,47,32,-220,-431,244,-329,237,-62,325,-510,-389,-199,151,43,-61,-137,34630,0
-349,-175,74,330,-395,-757,-60,-214,211,296,304,-1040,-1269,-299,248,410,-200,-916,27300,1
-107,-208,44,236,-175,-406,-321,-145,-3,84,8,-572,-67,-87,19,391,-175,-391,14843,0
-183,-214,-18,142,-321,39,-548,-272,29,452,-408,-718,-464,-126,276,53,-131,-70,37607,1
-137,-132,17,311,-262,-366,101,-251,3,243,304,-493,-326,-267,-79,129,-56,18,24985,0
-51,103,107,215,-209,-511,-627,-109,27,29,105,-1066,-1133,-216,-264,421,-91,-625,11420,0
-211,-202,-9,54,-314,-614,430,-39,270,187,45,-747,-822,-402,83,415,-51,-468,11567,0
-192,-357,-68,-101,-405,-515,126,-182,327,561,24,-977,-958,-555,62,402,-60,-398,14124,0
-247,-236,-152,519,-129,-470,472,61,295,-282,-55,-157,-582,66,106,161,-98,-86,5431,0
-321,-488,-181,-113,-399,-659,-321,-269,213,502,263,-935,-967,-661,60,394,-22,-416,25469,1
-96,-146,-124,406,-618,-533,-190,-150,208,524,495,-1508,-1391,-745,204,155,-136,-1031,33656,1
-197,-124,-256,104,24,-575,-541,-50,3,-417,-217,-372,-68,-111,691,-36,35,-29,24776,0
-74,135,37,156,-238,-748,-7,-217,3,-172,64,-968,-1202,-181,-303,541,-93,-316,10035,1
-229,-342,-273,117,-172,-584,-804,-162,13,-22,179,-453,-428,-306,-183,443,4,112,13649,0
-488,-132,122,226,-546,-338,171,-145,201,236,-404,-467,-445,-292,112,-31,72,-535,16438,0
-126,96,112,281,-325,-811,158,-263,95,-150,42,-770,-1311,-196,-314,574,-116,-666,-882,1
-287,-248,161,442,-331,-538,357,-162,52,391,-41,-881,-13,-155,504,-13,-203,-425,13321,1
-10,-142,178,-63,-187,-313,107,-31,216,-347,-177,-315,-457,-97,534,118,24,-376,34368,0
-235,-403,-249,140,-94,-557,-1438,-186,61,399,347,-588,-372,-337,-31,424,54,172,25709,0
-205,-44,-49,377,-87,-91,665,-141,201,-60,-342,-906,-181,-140,-30,360,-21,-375,22135,0
75,-227,105,362,-187,-84,289,-239,19,88,-728,-12,-531,-177,16,118,-26,7,70378,0
-205,-337,357,300,-288,-152,160,-427,212,-11,-329,-526,-1156,-100,359,385,-50,-302,28869,1
-107,-515,-233,451,-457,-331,-120,-299,51,141,173,-463,-293,-148,230,126,-8,-348,86199,1
-90,61,80,344,-167,-423,-615,-34,18,-158,39,-824,-1211,-248,-352,208,-52,-827,-9303,1
-71,-25,-143,446,-160,-795,115,-316,220,799,345,-1435,-1139,-508,473,393,-144,-938,32931,1
-29,76,30,454,-231,-702,-300,-294,99,866,229,-1665,-1191,-180,430,553,-151,-855,32458,0
-56,-24,-150,160,-110,252,106,-64,252,376,12,-396,-357,32,155,174,-101,27,31425,1
-105,-26,-103,364,-26,-755,-283,-267,54,539,234,-1701,-1143,-293,394,661,-213,-1119,12741,1
-179,-30,214,-125,-48,-241,-50,-149,140,-374,108,-375,-312,5,216,-45,-84,10,37256,0
-62,-169,-16,223,-44,-253,571,-74,-76,437,-274,23,-394,150,40,411,-194,-353,55488,0
-88,-265,-99,130,-176,-274,337,-44,220,127,-81,-1031,-377,-149,150,421,-90,-440,8476,0
-190,-437,-191,337,-427,-402,-225,-85,2,523,-162,-53,-414,-193,242,-135,-42,-593,51080,1
36,-200,96,634,-130,-378,-547,-58,-195,-227,-342,-136,-733,-39,-222,-307,-132,-143,23901,0
-93,-110,380,392,-185,-577,-293,-373,191,-487,-553,-743,-929,-49,-26,-70,-156,-389,15427,1
-102,-119,106,235,109,-412,112,-74,-204,75,-225,-521,-266,-602,-40,-66,277,-41,25723,0
-129,-274,-329,199,109,-582,-353,-139,-28,-179,117,-491,-156,-45,768,-107,-6,-225,16573,0
-173,30,-43,236,-150,-369,-589,10,-155,102,144,-996,-1249,-104,-348,672,-26,-775,14660,0
-200,-164,69,28,-319,-174,336,-208,-113,175,-303,-249,-386,-78,727,-166,-38,-190,22023,1
-258,-127,97,70,-706,-675,-257,-511,-17,185,431,-1260,44,-87,-360,390,-82,-569,9234,0
-110,-369,-140,188,-247,-359,-249,-369,139,161,87,-414,-677,-306,142,354,-45,-192,21971,0
-33,-70,-315,299,62,-703,-358,-270,-29,528,199,-1778,-725,-316,362,542,-205,-701,19278,1
90,-113,158,55,-320,-648,-257,-209,-181,-12,457,-415,-205,-180,-88,273,-118,-90,17688,0
-118,-163,-8,217,-371,-566,477,-279,47,193,160,-248,-337,-251,16,157,-162,-147,20696,0
-123,-123,127,-1,-121,-268,-226,-48,-85,325,277,-570,186,-258,213,-120,-24,118,52569,0
-314,-159,-55,362,-198,-459,124,-132,136,237,-123,-527,-677,-209,-322,313,-96,-648,57589,0
10,-2,557,384,-287,-416,-29,-281,285,-594,-568,-580,-421,-5,-105,-92,-275,-233,6449,1
-581,-244,-3,617,-745,-528,-465,-83,87,-222,-374,-800,-640,-541,-121,112,160,-481,28085,0
-18,-601,146,224,-322,-247,560,-164,150,437,-209,-556,-101,-482,63,494,-207,-407,29955,1
117,-108,22,319,-8,-56,-123,-28,23,-151,-137,-365,-38,-72,-172,159,-36,-603,29127,0
54,-391,-169,150,-309,-558,241,-273,204,155,-337,-138,-155,-317,390,111,-20,-380,10971,0
-59,-421,89,422,-530,-488,-542,-366,260,-49,239,-969,-1138,-452,160,213,-107,-784,18845,1
-225,-179,-3,425,-335,-655,157,-107,95,128,-131,-135,-444,-239,317,278,-57,-522,27943,0
5,-56,208,100,-334,-543,-543,-82,36,-65,-58,-269,-403,-91,-141,5,-145,176,25272,0
-355,-299,12,-29,-454,-684,699,-220,236,193,239,-1615,-737,-112,181,404,-167,-663,20586,0
-90,45,106,401,-144,-223,-92,-56,16,-31,377,-553,-274,-102,-323,22,-81,-195,23043,0
-149,-225,-218,-172,-290,-170,143,-329,-171,81,230,-606,-628,-202,316,-117,-172,11,27311,0
-195,-119,-11,416,-236,-1074,-105,-332,337,153,494,-1251,-1083,-337,474,411,-118,-957,23807,1
-228,0,50,285,-279,-259,-812,-230,-73,177,-449,-474,-731,-195,-142,-243,-128,-285,43388,1
-243,48,272,585,-423,-443,27,-381,173,-185,-368,-769,-1181,-63,99,492,-33,112,-258,1
-391,-348,-9,181,-154,-643,-365,-167,-53,277,134,-984,-554,-201,639,241,-61,-710,36361,1
-226,-420,-359,103,-466,-806,579,-316,262,-101,-452,-1353,-905,-22,85,399,-225,-410,1751,0
-271,25,-410,254,-315,-622,236,-227,238,-172,-391,-1015,-956,-309,297,487,187,-665,21815,0
-317,-98,-32,227,-133,-199,151,12,107,-179,-163,-382,-103,-29,-171,382,-79,-284,38196,1
95,-34,29,29,-100,-321,324,-384,304,-549,168,-423,-95,-7,15,-66,-55,4,52904,0
-278,-224,-47,318,-374,-523,177,-170,138,-7,101,-1339,424,-141,380,10,-277,-399,14061,1
7,-118,10,272,-592,-371,-867,-432,148,-697,-215,-72,-769,-490,-139,386,-192,-800,17565,1
67,-215,-128,251,-162,-205,-10,-192,-152,167,-133,62,-513,-157,22,-16,-138,-215,34032,0
-236,-299,26,203,-168,-686,624,-160,241,97,-36,-340,-454,-302,98,15,-198,-390,43089,0
-87,-81,-90,200,-248,-50,-153,-59,101,28,-107,-256,-410,-101,314,115,-100,72,36736,0
-113,68,-183,297,110,-580,-12,-440,56,939,-215,-1433,-1086,-274,279,775,-212,-1262,8219,1
-129,-233,285,33,-35,-112,-380,-90,-112,244,335,-264,38,-344,342,-314,-18,93,46300,1
-260,-76,-50,288,-168,-824,125,-118,230,201,-236,-809,-747,-524,9,237,-189,-344,17155,0
-212,-242,102,258,-354,-252,-499,-318,-125,-443,56,-742,-295,-112,427,192,188,-225,12752,1
135,-223,-92,188,27,18,-153,-161,39,799,-129,95,-34,-4,108,102,-79,-193,25481,1
-233,-213,24,269,-580,-627,-477,-277,166,62,-525,-874,-379,-148,202,193,-65,-350,2859,1
-125,-98,-119,157,-184,-217,27,-233,-85,463,12,-633,-781,-465,-209,153,29,292,35519,0
-74,-130,-14,68,-196,-263,-113,-166,51,171,546,-614,213,7,254,-31,-119,140,41201,1
-481,-30,244,109,-367,-455,100,-168,202,164,-542,-38,-342,-366,-19,-67,161,-717,14407,0
-54,-126,23,37,-177,-284,69,-75,22,-436,-288,-152,-442,-134,327,107,-113,-529,6972,0
-303,-108,332,75,-154,-456,570,-184,203,289,-736,187,-378,-349,-85,203,199,-758,4639,0
-72,-121,128,364,-509,-693,411,-446,253,244,-593,-638,-1281,75,119,186,-95,135,29524,1
-114,-31,53,376,-7,-458,38,-36,65,226,178,-389,-109,-216,278,39,-316,-184,836,0
-394,-289,310,268,-261,-470,374,-193,50,438,29,-789,73,79,357,142,-224,-400,20465,1
91,-14,105,225,-4,-424,-588,-10,-64,-16,-79,-807,-1570,-378,-529,351,-54,-814,-145,1
20,-147,-105,-71,-156,-443,-97,-173,105,73,759,-103,70,9,190,-257,-51,-213,38283,1
-170,-46,30,-14,-202,-359,772,26,-53,78,-328,-416,-883,-67,43,233,-61,-240,53381,0
76,-72,-237,54,-271,-162,30,-242,-130,-363,-366,-450,104,-268,100,122,-194,-167,34700,1
-59,-40,-44,128,28,-368,-383,-153,251,-283,-227,-442,-349,-295,1,151,-92,134,49812,1
-449,-134,152,637,-370,-429,-593,-243,263,-71,-398,-868,-1433,69,35,743,42,380,-9552,1
-150,305,-21,-9,-299,-685,-155,-407,-61,-153,-13,-1093,-944,-290,-385,662,-85,-658,28644,0
-262,90,150,-153,-363,-243,576,171,-215,119,-445,-175,-1363,-138,58,86,-78,229,40383,0
-16,-240,-4,70,-305,-270,462,-179,59,269,-310,-592,-233,-132,331,362,-9,-260,30178,0
87,21,247,144,-136,-469,786,-290,13,422,-385,-331,-495,-23,335,56,63,-4,17192,1
-5,-772,186,381,72,-736,-415,-185,58,-13,-56,-1382,123,-600,229,358,-137,-994,44381,0
-197,-312,-64,55,-403,-491,-910,-362,161,-234,-959,-863,-1405,-378,-49,195,-277,-245,25322,1
18,-5,-11,89,-398,-19,363,-48,24,133,-105,-241,-619,-81,172,94,-206,96,47782,0
9,-230,90,169,-429,-204,-213,-143,181,-28,-364,-1048,-160,-143,104,758,-14,-341,20642,0
75,-246,122,427,-635,-396,-804,-329,84,93,330,-850,-1244,-342,69,176,-48,-878,18296,1
-135,-244,39,-19,-187,-434,-358,-341,112,398,168,-284,-1136,-292,25,363,-45,11,7144,1
-49,-24,16,375,-179,-349,-624,-256,36,282,415,-606,-460,-347,-176,344,-244,-186,49170,0
-31,36,-149,209,-211,-491,-228,-320,-85,145,121,-371,69,117,-60,408,-367,-432,13368,1
-271,-121,58,144,-225,-457,160,-23,-132,170,-186,-953,-272,303,149,229,-28,-345,37588,0
-135,192,268,588,-560,-478,612,-292,46,161,-344,-238,-1063,202,309,328,-69,256,-289,1
51,-48,29,153,97,-134,-621,33,0,-473,-12,-182,232,171,-183,-231,26,-214,26015,0
-162,-203,-37,466,-511,-670,-26,-138,178,452,321,-1466,-835,-493,392,271,-82,-1008,35504,1
-142,-39,-257,63,-5,52,88,3,301,127,-24,-204,-166,-98,348,69,-137,-96,32418,1
-47,-123,-177,-103,-191,-103,-316,-123,19,-110,308,-440,399,-3,216,-156,-33,-29,55446,1
-312,-386,97,32,-574,-750,485,-327,255,205,217,-1519,-846,-157,292,349,-246,-629,21095,0
-532,-72,-82,297,-103,-445,30,-259,135,56,-283,-620,-368,-325,-265,124,158,-653,18314,0
-125,-147,228,-46,-194,32,-782,-206,6,267,-685,-979,-249,-163,366,-219,-99,-135,62983,0
21,22,107,393,-591,-661,681,-612,272,524,-684,-227,-1298,156,12,-4,-200,290,41122,1
112,-66,-226,-25,-226,-38,-155,-113,-56,207,234,-412,358,-182,-101,-265,45,-17,59913,1
-83,-87,42,263,-387,-532,884,-576,305,217,-815,-79,-1054,200,24,-92,-300,92,37890,1
-299,-140,-49,251,80,-337,318,-95,19,30,95,-597,-510,90,93,261,-102,-399,10155,0
-270,-186,74,61,-480,-603,279,-129,274,284,-278,-1715,-450,-315,-79,562,-300,-717,20982,0
50,-126,83,1,-2,-345,-590,-141,28,132,10,-793,-424,-375,424,-23,-108,-511,45039,1
114,-267,113,287,-431,-567,60,-587,14,573,-259,-829,-562,-117,-99,-85,157,-427,15731,1
-192,-290,-54,284,-455,-493,21,-271,327,121,61,-1220,-1279,-475,412,276,-160,-748,43866,1
103,-461,103,518,-126,-414,600,75,54,-33,-173,-839,79,-441,360,192,-151,-739,49117,1
-72,-146,-57,64,-163,-184,-772,0,289,367,-283,-578,-591,-142,80,112,-66,-79,32019,0
-409,-574,46,76,-176,-526,-273,-254,-102,518,130,-1189,-882,-130,555,222,-131,-652,38344,1
-454,162,235,161,-427,-431,-199,-92,211,154,-567,-452,-656,-244,-8,-3,98,-843,26802,0
-165,-206,290,-226,-328,18,-938,-179,257,476,-525,-1110,-311,-310,150,-112,-127,80,66205,0
56,-803,21,448,-111,-583,-636,-143,-106,410,-85,-1330,697,-521,306,478,-56,-1202,43686,1
-48,-237,115,107,-463,29,-453,-262,192,23,-52,-831,-827,-134,61,-128,-164,-307,39453,1
-124,134,321,160,-240,-665,-695,-142,-24,153,178,-1352,-611,-161,-319,405,-151,-658,12661,1
-51,-389,-2,193,-420,95,315,-143,262,576,-365,-1407,-237,-187,157,548,-125,-439,-9141,0
-210,-112,453,-326,-231,42,-483,-179,394,470,-597,-1033,-207,-240,228,-231,-115,132,59146,1
35,-154,-34,200,55,-386,184,-158,-280,-158,-515,-724,-482,-797,4,19,184,0,35169,0
-49,-88,19,167,-66,-345,45,-26,-11,136,27,-39,-162,-129,289,276,-154,-35,838,0
-130,-124,-215,120,-211,-299,105,36,24,544,114,-490,-75,-219,-23,269,-75,-372,11197,0
-220,-72,-17,253,-258,-414,15,-91,179,135,371,-882,-155,-262,348,318,-41,-87,10171,0
-162,-302,-213,76,-214,-465,-446,-191,238,-101,-5,-550,-493,-198,61,-42,133,12,6008,0
-145,-75,88,311,-16,-693,-438,-357,196,315,160,-1412,-1617,-379,717,630,-173,-1219,11409,1
-51,-343,-70,-11,-266,-177,739,-157,-169,418,-186,-630,-244,-206,467,204,-74,-425,17311,0
-95,-132,-233,293,-148,-471,-24,-221,143,399,-163,213,-247,47,135,299,-157,-29,12715,0
-204,-109,103,64,-169,-318,227,-15,78,-36,-15,-346,-200,30,-457,470,-228,-293,28293,1
-103,-16,-11,442,-391,-674,-243,-303,288,267,95,-522,-1254,-435,284,157,68,-875,24416,1
-181,-332,-56,244,-199,-293,-389,-429,35,166,168,-538,-733,-139,164,389,-135,-517,15495,1
-68,-390,-184,39,-436,-661,364,-303,152,241,235,-1308,-1130,-79,351,158,-7,-1184,12806,0
102,-175,-21,264,-197,-267,580,-156,107,-109,-261,-548,-375,-98,456,255,136,-412,46274,0
-53,-148,68,85,-351,-512,420,-158,73,1284,-90,-436,-135,-294,-193,433,-138,-419,21624,0
-75,96,417,577,-433,-446,-368,-230,355,-572,-530,-489,-760,84,-196,-323,-148,-243,-462,1
37,-141,-32,192,-107,-139,774,-133,61,76,-218,-290,-179,116,-9,230,-135,-293,44592,0
-216,-287,20,105,-657,-388,295,-64,362,259,-762,-1701,-289,-173,-232,666,-437,-713,18223,0
129,-72,-44,352,-287,-165,245,-250,-57,-175,-803,91,-194,-235,-34,182,7,95,65821,0
-284,-370,-15,439,-353,-526,-52,-111,-13,0,353,-639,-394,-234,825,25,-141,-598,22022,1
-260,-591,-195,90,-542,-775,-196,-283,407,672,122,-1020,-913,-747,-96,591,-129,-529,59024,0
-263,-456,-280,-32,-537,-661,580,-410,186,-307,-374,-1701,-496,204,252,421,-397,-411,20091,0
-438,11,390,559,-610,-339,-396,-218,276,-140,-65,-931,-1372,-184,59,340,-146,127,7511,1
-173,-73,10,174,-141,-460,-829,-330,76,-269,-315,-297,-442,120,197,462,179,-106,38858,1
-21,-16,-28,236,53,-512,-309,-189,-56,-920,-39,-348,-777,-32,220,60,-293,-340,31193,0
74,-76,107,201,-539,-266,-449,-33,276,-232,-384,-1444,0,-16,431,881,-19,-366,20888,1
-119,-387,-28,156,-212,-283,-77,-212,55,294,-85,-687,-592,-183,231,391,-1,-387,10454,1
7,-43,22,187,-65,-451,269,-308,2,-24,-376,-677,-136,-193,-324,181,-263,-467,14170,0
-143,-28,297,312,85,-248,-440,-366,-244,25,245,-901,-149,-224,-22,284,33,-20,8651,0
-222,234,-96,-301,-288,-352,1049,118,-173,-52,-539,-1177,-1148,-44,-290,203,-84,253,46462,1
-72,-449,-471,395,-395,-506,-110,-193,40,414,-75,-459,-27,-310,83,249,-25,-523,81575,0
-43,-255,294,-135,-230,-632,-531,-580,206,-318,855,-1564,-134,-393,510,57,-302,-10,21957,0
-358,-190,-103,327,-130,-441,117,-183,96,48,-92,-1489,57,-292,165,55,-216,-539,2087,1
66,-426,83,243,69,-350,701,-138,-292,138,69,-461,156,-360,-29,43,215,-255,14516,0
-54,129,-164,70,-233,-467,367,10,23,-155,-204,-278,-741,-197,-99,325,-32,-125,39179,0
-238,-541,124,374,-358,-182,-257,-200,-289,156,-68,-168,-834,90,244,117,-133,-356,72704,1
174,41,108,332,-25,-455,-948,-110,94,201,273,-887,-1363,-217,-15,633,-102,-386,14406,1
-244,-318,-50,554,-515,-642,82,-175,148,125,305,-1061,-961,-300,379,193,-66,-947,27474,1
-45,-127,212,182,-456,-460,-15,83,269,-802,52,-333,-250,-151,593,147,-3,-365,43224,0
